songName,artists,lyricists,musicComposers,genres,lyrics,metaphors
Nidukanane – නිදුකාණනේ,Sunil Edirisinghe,Bandula Nanayakkarawasam,Rohana Weerasingha,"Buddhist songs,Inspirational","නිදුකාණනේ… නිදුකාණනේ
යොමා බුදු නෙත කුළුණිනේ
වඩිනු මැන නිදුකාණනේ //
සිතෙන් සිතක රඳනා කෝප ගිනි
උනුන් දවාලන අයුරු දකින්නට
මුවින් මුවග ගලනා නාග විස
උනුන් නසාලන අසිරි බලන්නට
උනුන් නසාලන අසිරි බලන්නට
නෙතින් නෙතක ගැටෙනා රාග සිත
ලෙවන් නෙතින් පිසදා හරින්නට
බියෙන් සැකෙන් නැගෙනා තාප ගිනි
දයා දියෙන් සනහා නිවන්නට
දයා දියෙන් සනහා නිවන්නට
කාලයයි නිදුකාණනේ දීපයයි නිදුකාණනේ
දේශයයි නිදුකාණනේ වඩිනු මැන නිදුකාණනේ
නිදුකාණනේ… නිදුකාණනේ","[{'metaphor': None, 'interpretation': None}]"
Nim Therak – නිම් තෙරක්,Sunil Edirisinghe,Bandula Nanayakkarawasam,Rohana Weerasingha,Old Pops,"නිම් තෙරක් නොදුටු මේ ලෝකයේ
රුදු සපුන් නිබඳ සරනා බිමේ //
ඔබේ සිනා වත මගේ නවාතැන
අරුණු විහිදුවාවී ජීවිතයේ
රැල් නගා ගලන ගංගා දියේ
මං වසා දමනු හැකිදෝ කෙසේ //
සොයා සයුරු දිය හඹා ඇවිත් ගඟ
සදා සැඟව යාවී සාගරයේ
සිල් බිඳී මුවන් කැලඹූ වනේ
බිම නොලා නෙලූ ඵල මාවතේ //
සදා ඔබේ ගිම් බෙදාගනිම් මම්
තැවුල් සැඟව යාවී මාරුතයේ","[{'metaphor': 'ඔබේ සිනා වත මගේ නවාතැන', 'interpretation': 'ඔබේ සිනාව මගේ ජීවිතයේ සැනසීමක් දෙන නවාතැනකි;'}]"
Miniseku Pita Nagi – මිනිසෙකු පිට නැගි,Sunil Edirisinghe,Premakeerthi De Alwis,H.M.Jayawardhana,Old Pops,"මිනිසෙකු පිට නැගි අසරුවෙකි
ඒ බර ගෙයි වහලෙට බරකි
පාන්දරින් පැරදුණු ඒ මිනිහා
හැන්දෑවෙත් අසු පිටට නගී
හෙට මම ගෙදරට සුර සැප දෙනවා
අද රෑ ලුණු මිරිසෙන් ගත වෙනවා
කාසි මල්ල සතෙකුගෙ පිට යනවා
දූ දරුවන් පැදුරේ නිදියනවා
ඉරණම් විසඳුම සතෙකුට දෙනවා
තිරිසනෙකුට මිනිසෙකු පරදිනවා
දරුවන් බිරිඳත් ගිනි උහුලනවා
හීනෙන් නුඹ තව ගෙවල් හදනවා","[{'metaphor': 'මිනිසෙකු පිට නැගි අසරුවෙකි', 'interpretation': 'සූදුවට හුරුවූ අයෙකි'}, {'metaphor': 'ඒ බර ගෙයි වහලෙට බරකි', 'interpretation': 'සූදුවට පෙළඹීම නිසා සිදුවන ධන හානියේ ප්‍රතිඵලය නිවසේ ජීවන බරට දැනේ'}]"
Nube Sithata – නුඹේ සිතට,Sunil Edirisinghe,Sunil R Gamage,Rohana Weerasingha,Old Pops,"නුඹේ සිතට පුන්සඳ පායලා වගේ
සිනා කිකිණි මල් පිපුණා දෙතොල දිගේ
එදා නැගුණු ආදර කැක්කුමට මගේ
ජාති ජාති නුඹ මට වාසනා නඟේ
අරුංගලේ දිස්නය ඇස් දෙකට අගේ
මාල පොටේ මුතු අමුණා මුවග අගේ
දෙපෝ දාට අහසේ තරු රෑන වගේ
ආල සිතක් බැඳුණයි රන් රුවට නුඹේ
නළල් තලට මුතු තැලි පට කිමද දඟේ
අතැඟිල්ලට රන් මුදුවක් නොවෙද අගේ
ලැතැවිල්ලට මංගල පෝරුවක් කොහේ
සැනසිල්ලට දුරු රටකට යමුද නඟේ","[{'metaphor': 'සිනා කිකිණි මල් පිපුණා දෙතොල දිගේ', 'interpretation': 'කිංකිණි මල් මෙන් ඔබ සිනාසුනා'}, {'metaphor': 'දෙපෝ දාට අහසේ තරු රෑන වගේ ආල සිතක් බැඳුණයි රන් රුවට නුඹේ', 'interpretation': 'රෑ තරු රෑන වගේ නුඹේ රූපයට මට ආදරය සිතුනා'}]"
Palanchiye Lee – පලංචියේ ලී ඉරුවේ,"Edward Jayakody,Sunil Edirisinghe",Wasantha Kumara Kobawaka,Rohana Weerasingha,Duets,"පලංචියේ ලී ඉරුවේ අපි එකට
මල් පැන් පොදක් රහ බැලුවේ අපි එකට
එක වාඩියේ කල් ඇරියත් හිත හොඳට
ඇයි මස්සිනේ පෙම් කළෙ අපි එක මලට
විරසක වී රුපුන් ලෙස යුද වදින්නද
කුළුඳුල් පෙම මෙයයි ඉන් අත් මිදෙන්නද
පෙම්දම් නිසා මිතුදම් සිඳ දමන්නද
හොඳ හිත නුඹෙ තරම් ලොවකින් ලබන්නද
දොඩමළු කතා නෑ අද වාඩිය හෙවණේ
නිදි නැති රැය පුරා නුඹෙ සුසුමයි ඇසුණේ
හොර රහසින්ම එක සුවඳක් පැතු පවිනේ
නුඹවත් නැතිවේද හෙට මට සකි සඳුනේ","[{'metaphor': 'පෙම් කළෙ අපි එක මලට', 'interpretation': 'අපි එකම කාන්තාවට ආදරය කලේ'}]"
Pata Dedunu – පාට දේදුනු,Sunil Edirisinghe,Kumaradasa Saputhanthri,Rohana Weerasingha,New Pop,"පාට දේදුනු සේදිලා ඈත කඳු යායේ
සීත ‍රෑ සඳ පීදිලා
නීල තරු යායේ නීල තරු යායේ
ඈ ලවන් තෙරේ සෝ ගී සුසුම් නැඟේ
මීදුම් වලා ලෙසින් පාවී ඈතින් හැපී බිඳේ
මා නුවන් දියේ පීනා නැගෙන් සඳේ
පායා දුරින් ඇදී ඈ මෙන් පාවී නොයන් සඳේ","[{'metaphor': None, 'interpretation': None}]"
Pana Mada Kadithi – පැන මඩ කඩිති,Sunil Edirisinghe,Mahinda Chandrasekara,Rohana Weerasingha,Classics,"පැන මඩ කඩිති වැව් තාවලු වැහි කාලේ
පෙන්නා මග නොමග නොවැටී යන තාලේ
සිප් කිරි පෙවූ මූසිලයින් උඩු මාලේ
අපෙ ගුරුතුමා යයි තාමත් ඉස්කෝලේ
සාමා අමර විකුණති බස් පොළේ කජු
කුමාරෝද පිටු දන් දෙති එයින් මතු
උගත මනා ශිල්පය පිල් කඩ නොපැතූ
වේවැල වටා ඉකිබිඳ දඬුවමක් පැතූ
රන්මසු පටපිළී අබරණ උරණ වෙලා
සමන්පිච්ච කැකුළිය ගෙයි මිලින වෙලා
ගුරු නිවහනේ කඳුලට උල්පතක් වෙලා
ලොකු හාමිනේ ඇත බිතු සිතුවමක් වෙලා","[{'metaphor': 'සිප් කිරි පෙවූ', 'interpretation': 'ශිල්පයෙන් පෝෂණය කළ'}, {'metaphor': 'මූසිලයින්', 'interpretation': 'සිසුන්'}]"
Pinibara Yame – පිණිබර යාමේ,Sunil Edirisinghe,Lushan Bulathsinhala,Victor Rathnayaka,"Old Pops,Classics","පිණිබර යාමේ සැවුලන් හඬලනවා
අම්මා වටකර ලිප ගිනි මැලවෙනවා
කොළඹ රේල්ලුව රජ ගමනක එනවා
නැගිටින් පුතුනේ බිම්මල් හිනැහෙනවා
පුතුනේ අකුරට යන්න පමාවී
ගුරු සිත රිදිලා වේවැල් හඩවාවී
ගඟේ ඇලේ පැන තෙප්පම් පැදලා
මුරණ්ඩු වුදා.... දුක්වේවී අම්මා
වේල දෙව්ලේ කුසගිනි නොබලා
කඩමලු ඇන්දත් පින්කඳ බැබලෙනවා
කලට රුවන් වැසි වස්සන කාලේ
ශිල්ප උගත් දා... නුඹ සක්විති වෙනවා","[{'metaphor': None, 'interpretation': None}]"
Pura Poya Handata – පුර පෝය හඳට,Sunil Edirisinghe,Sunil R Gamage,H.M.Jayawardhana,Old Pops,"පුර පෝය හඳට පෙමින් බැඳුනු තාරකා ළඳුන්
ගී හඬින් කියන පෙම් කතාව අසාගෙන වරෙන්
නීල වළාවේ
ඇගෙ පෙම් කතාව අසාගෙන වරෙන්
මුතු මාල පොටක් ගෙලේ බදින දා
සිත කොල සිතුම් එබී බලන දා
රෑ නින්ද නැතිව හීන දුටුව දා
හිත ආදරයක බැඳුනි ද මන්දා
රන් තොරණ සැදී මඟ සරසණ දා
හඳ රබන් සුරල් හඬින් වැයෙන දා
නෑ හිත මිතුරන් හිනා පුරන දා
හිත ආදරයක බැඳුනි ද මන්දා","[{'metaphor': None, 'interpretation': None}]"
Ran Malak Lesa – රන් මලක් ලෙස,Sunil Edirisinghe,Kumaradasa Saputhanthri,Rohana Weerasingha,Inspirational,"රන් මලක් ලෙස දෙව් බබුන්
දෝතින් පිදූ මේ පින් බිමේ
පස් පිඩක් ගිලිහී නොයන්නට
රන් වැටක් ඇත සිව් කොනේ
නෙත් පුරා එක හීනයෙ මුළු
ලෝකයා නිදනා රෑයේ
දේශයේ මුර දේවතා එළි
රෑ පුරා දැල් වී තියේ
ලෙහි හොවා වැඩු සිය පුතුන් අත
අවි දාර වැද රණ මතින්
පෑ විකුම් දැක දෑ බැතින් මිස
අත් මුදුන් දෙති පිය වරුන්
මව් බිමේ හිමිකම් පතා තම
දිවි පිදූ කල ඒ පුතුන්
තුන් හෙළෙ හැම මව්වරුන් ලය
කිරි එරී ඇත උන් නමින්
මව් කුසින් නොව මිහි කුසින් සිරි
ලක උපන් විරු දරුවනේ
අපි ඔබෙන් නව පන ලබා මෙහි
යලි උපන්නෙමු අද දිනේ
නෑසියන් සොයුරන් ඔබෙ අද
දූ පුතුන් හැම මේ බිමේ
හදවතින් අපි යුධ බිමෙහි ඔබ
තනි කලේ නැත කිසි දිනේ","[{'metaphor': 'දේශයේ මුර දේවතා එළි රෑ පුරා දැල් වී තියේ', 'interpretation': 'රණවිරුවන් දිවා රෑ දෙකෙහිම රට ආරක්ෂා කරති'}]"
Ra Weda Muraya – රෑ වැඩ මුරය,Sunil Edirisinghe,Bandula Nanayakkarawasam,Rohana Weerasingha,Classics,"රෑ වැඩ මුරය අවසන් වන කණිසමට
නුඹෙ මුව පෙනෙයි පරවුණු කුසුමක් ලෙසට
අරුණළු කැරලි වැටෙනා සඳ අළුයමට
නුඹේ ලොවට රෑ වෙයි පෙර කල පවට
තුන් තිස් පැයේ දෑඟිලි නිදි වරන්නේ
නිල් එළියටයි පෙති ගෝමර දැවෙන්නේ
මල් විය නොවෙද මේ දියකර හරින්නේ
මැසිමද හිතද මහ හයියෙන් හඬන්නේ
නුඹෙ කඳුලැලිද සයුරේ රළ නඟන්නේ
හද සුසුමන්ද පවනක් වී හමන්නේ
තනි නොතනියට හෙවනැල්ලද සිටින්නේ
ඇඳුමද නුඹේ ජීවිතයද මහන්නේ","[{'metaphor': None, 'interpretation': None}]"
