songName,artists,lyricists,musicComposers,genres,lyrics,metaphors
Buddhanubhawena – බුද්ධානුභාවේන,Nanda Malani,Sunil Ariyarathna,Nanda Malani,"Inspirational,Classics,Buddhist songs","බුද්ධානුභාවේන සිත් නෙත් පහන් වී
මෙත් මල් පිපීලා මුදිතා ජලාසේ
නංවා ප්‍රභා ලොව්තුරා රශ්මි මාලා
හෙළ දෙරණ ජන ජයතු ජය මංගලානී//
තණ්හා උපාදාන පරිදේව වියැකී
අඥාන අඳුරේ දැල්වී ප්‍රදීපේ
හඬවා නුවන් දැල් මංගල්‍ය ප්‍රීතී
හෙළ දෙරණ ජන ජයතු ජය මංගලානී//
භෘංගාවලී රාව ප්‍රතිරාව නංවා
බන්දා ප්‍රශංසා ජය කේතු කේලී
දසතින් ගලා ක්ෂීර පායාස ධාරා
හෙළ දෙරණ ජන ජයතු ජය මංගලානී//","[{'metaphor': 'සිත් නෙත් පහන් වී', 'interpretation': 'සිත් ආලෝකමත් වී'}, {'metaphor': 'මෙත් මල් පිපීලා', 'interpretation': 'මෛත්‍රිය විහිදී'}, {'metaphor': 'මඅඥාන අඳුරේ', 'interpretation': 'අනවබෝධයේ'}]"
Galana Gangaki – ගලන ගඟකි,"Narada Disasekara,Nanda Malani",Chandrarathna Manawasingha,Pandith Amaradewa,"Classics,Movie Songs","ගලන ගඟකි ජීවිතේ දයාලූ ලෝකයේ//
මිහිර පතා ආදරේ
මිහිර පතා ආදරේ
ලපළු නටයි ගංතෙරේ
වැලිතල කිති කවන නටන
පෙම් රළ වැළ ඉවුරු බඳින
මිහිතලයට සුවය දැනෙන
උකුළු තලය බඳු නැලැවෙන
පෙමට පෙම පුදා..
තුඩට තුඩු දිදී..//
කුරුළු ගී නගයි//
ආ..දරේ..බැදීලා..","[{'metaphor': 'ගලන ගඟකි ජීවිතේ', 'interpretation': 'ජීවිතය ගෙවී යයි'}]"
Hada Wila Kalabana – හද විල කළඹන,Nanda Malani,Dharmasiri Gamage,Nanda Malani,Classics,"හද විල කළඹන පෙම් ජල රේඛා
ඒ විල මැද සීතල සඳ රේඛා
දෑසෙහි තවරා ආදර රේඛා
ඔබ රුව සිහිනෙන් හද ඇඳි රේඛා
වරලස අක්‌ බඹරුන් රැඳි රේඛා
දෙනෙතෙහි නිලිපුල් මල්පෙති රේඛා..//
දෙතොලෙහි ආදර හසරැලි රේඛා
ඔබ රුව සිහිනෙන් හද ඇඳි රේඛා
නීල පළිඟු කැට නෙත් මිණි රේඛා
බාල වන්දනී නළලත රේඛා..//
ආල නුරාවෙන් බැඳි රන් රේඛා
ඔබ රුව සිහිනෙන් හද ඇඳි රේඛා
දෑල ළැමැද රන් ගෝමර රේඛා
ඈතදි පෙන්වන කෝමල රේඛා..//
මෑතදි බැලුවිට ආදර රේඛා
ඔබ රුව සිහිනෙන් හද ඇඳි රේඛා","[{'metaphor': 'හද විල කළඹන පෙම් ජල රේඛා', 'interpretation': 'ප්‍රේමයෙන් සිත කැළඹේ'}]"
Bindu Bindu Tharaka – බිංදු බිංදු තාරකා,Gunadasa Kapuge,Lushan Bulathsinhala,H.M.Jayawardhana,Old Pops,"බිංදු බිංදු තාරකා කඳුලු මල් විලේ
උමතු වී සඳයි ඔබයි හිනැහුණා ‍රැයේ
සුබපැතුම් අගාධයේ ගීතිකා ඇසේ
අහිමි වූ ආදරේ රත්පියුම් පිපේ
තනිවී ගිම්හානයේ වැළපේ කොවුලා වනේ..//
සඳ මත ආදරයේ සෑය මැවේ
වියැකී බඹර ගීත මලක රොන් දැනේ
විෂ මදු පුරවා විතේ ගෙනදී දෝතින් ඔබේ..//
මා හද සෑය දවා දෑස නිවා
නන්වනු මන්දහාස මියෙන මා නෙතේ","[{'metaphor': 'මා හද සෑය දවා', 'interpretation': 'මා හට විශාල දුකක් ගෙනදී'}]"
Dam Patin La – දම් පාටින් ලා,"Malani Bulathsinhala,Gunadasa Kapuge",Lushan Bulathsinhala,Austin Munasinghe,"Duets,Classics,Old Pops","දම් පාටින් ලා සඳ බැස යනවා
ආකාසේ රන්වන් පාටයි
සමුගෙන යන්න මගෙන් තව මොහොතයි
නොදොඩා ඉන්නේ ඇයි……..
නොදොඩා ඉන්නේ ඇයි
දම් පාටින් සඳ මුහුණ පෙනෙනවා
වෙන්වී යන මොහොතක් නෑගෙයි
දෑසට ලංව තවත් මේ මොහොතේ
ගොළුවී ඉන්නෙමි මම්………..
ගොළුවී ඉන්නෙමි මම්
සෙවනැලි නොමැකේ නම්
එළිය කළු නොවේ නම්//
බිත්ති පුරා ඔබෙ සෙවනැලි ඇන්දේ
තනිය මකාගන්නයි
එනතුරු සොයා මගේ සෙනෙහස මතුදා
රෑ කල දිගුවේ නම්
ලා සඳ නොමැකේ නම්//
නෙළුම් පතක ‍රැදි පිණිබිඳුවක් සේ
ලමැද තලා යහනේ
ඉන්නම් පමාවෙලා හිරු නැගෙන තුරා","[{'metaphor': 'සඳ මුහුණ', 'interpretation': 'ලස්සන මුහුණ'}]"
Desa Nilupul – දෑස නිළුපුල්,Gunadasa Kapuge,Piyananda Wijesundara,Gunadasa Kapuge,,"දෑස නිළුපුල් තෙමා  කඳුළු මුතුවැල් සලා
දෙතොල සුසුමින් පුරා ඉකිබිඳ
හඬනු මල් මාලියේ - හඬනු මල් මාලියේ
නිහඬ හදවත් පොතේ ලියැවුනූ
සොඳුරු ගී වැල් නැතේ මා තැනූ //
ඔබේ කඳුලැලි මා සිතේ
නිබඳ පදවැල් ඇඳේ
නිබඳ පදවැල් ඇඳේ
පබළු මිණිමුතු නැතේ මා සතූ
කඳුළු මුතු ඇට ඔබේ මා පැතූ
තුසර පිණි ලෙස මල් මතේ
කඳුළු කොපුලේ රැඳේ
කඳුළු කොපුලේ රැඳේ","[{'metaphor': 'කඳුළු මුතුවැල් සලා', 'interpretation': 'බොහෝ හඬා වැලපී'}, {'metaphor': 'මල් මාලියේ', 'interpretation': 'කාන්තාව'}]"
Dawasak Pala Nethi – දවසක් පැල,Gunadasa Kapuge,"Ranbanda Senevirathne,Lyrics","Music,Gunadasa Kapuge",Classics,"දවසක් පැල නැති ‍හේනේ
අකාල මහ වැහි වැස්සා
තුරුලේ හංගාගෙන මා ඔබ‍ තෙමුනා අම්මේ
පායනතුරු හිටි පියවර හිටියා ඔබ අම්මේ
නුවර වීදි යටකරගෙන
නින්දා වැහි වැගිරුනදා
බිරිඳකගේ සෙනෙහෙ ගියා
යෝධ ඇලේ නැම්මේ
ඔබෙ සෙනෙහස සුවඳ දිදී
දැනුනා මට අම්මේ//
කොළඹ අහස කළුකරගෙන
මුහුදු හුළඟ හඬලනකොට ‍
ඔටුන්න බිම දා දුවගෙන
එන්නද එක පිම්මේ
මම එනතුරු ඉදිකඩ ළඟ
ඉන්නවාද අම්මේ//","[{'metaphor': 'පැල නැති ‍හේනේ', 'interpretation': 'පියා නැති පව්ල'}, {'metaphor': 'හිටි පියවර හිටියා', 'interpretation': 'ශක්තිමත්ව නොසැලී සිටියා'}, {'metaphor': 'නින්දා වැහි වැගිරුනදා', 'interpretation': 'බොහෝ අපහාස වලට මුහුණදීමට සිදුවු විට'}]"
Dethola Nokee De – දෙතොල නොකී,Gunadasa Kapuge,Lushan Bulathsinhala,Gunadasa Kapuge,Old Pops,"දෙතොල නොකී දේ දෙනෙතේ කියවෙනවා
වසන් කරන හිත මුහුණේ ලියවෙනවා
නංගිගේ පාමුල ඉර හද තියලා
ආදර හිත ලග කවුරුද මුවා උනේ
හැඩරුව බලලා කැඩපත වෙහෙසන්නේ
පුංචි හිතේ පොඩි මදුමල් පිපිලාදෝ//
ගෙදර බුදුන් මුව උදානයක් වූ
නංගිගේ හිත ලග කවුරුද මුවා උනේ
බාල බොලදියේ ඉස්සර සුරතල් වූ
කවට සිනා කෙලි සගවා තබුවාදෝ
වසන්තයට පෙර කැකුලට ලංවී
නංගිගේ හිත ලග කවුරුද මුවා උනේ","[{'metaphor': 'නංගිගේ පාමුල ඉර හද තියලා', 'interpretation': 'නංගිට සියලු දේ දී'}]"
Kurutu Ga Gee – කුරුටු ගෑ ගී,Nanda Malani,Sunil Ariyarathna,Stanley Pieris,Classics,"කුරුටු ගෑ ගී‍ පොතේ කුරුටු ගී කෑ ගසා
ගිලන් හද පාරවා ගෙනේ වද වේදනා
කුරුටු ගෑ ගී පොතේ
ඔබෙන් පෙරදා උගෙන කවිකම් ලියූ කවි ගීතිකා
ඔබේ නාමෙන් හැඩූ කදුලින් ගයමි මම කිවිදුනේ
මියුරු කවිවැල් කුරිරු ස්ව‍රයෙන් ඇසේ රෑ යාමයේ
නොලැබ කිවිදුන් කුමට කවිකම් කිවිද මට කවිලොවේ","[{'metaphor': 'ගිලන් හද පාරවා', 'interpretation': 'රිදී ඇති සිත තවත් රිද්දා'}]"
Kala Wewen Gath – කලා වැවෙන් ගත්,Nanda Malani,Sunil Ariyarathna,Stanley Pieris,"Old Pops,Classics","කලා වැවෙන් ගත් දිය දෝතක් සේ
වටී වටී ඔබ මට මැ වටී
බෝධියකින් වට බෝ කොළයක් සේ
අගී අගී ඔබ මට මැ අගී
කැටපත් පවුරින් ගිලිහුණු කවියක්
සොරකම් කරගත් සෙරක ලෙසින්
සඟවාගෙන ඔබ සුරකිමි හද ගැබ
තනිවම කියවමි පද'රුත් පසිඳමි
සමනල සිරසින් විහිදුණු බුදු රැස්
සයැසින් දැකගත් මෙහෙණක මෙන්
පරමානන්දය ලබමින් ඔබ ළඟ
සඟමොක් සැපතෙහි අමරස වළඳමි","[{'metaphor': 'කලා වැවෙන් ගත් දිය දෝතක් සේ වටී', 'interpretation': 'ඉතාමත්ම වටිනා'}, {'metaphor': 'බෝධියකින් වට බෝ කොළයක් සේ අගී', 'interpretation': 'ඉතාමත්ම වටිනා'}, {'metaphor': 'සෙරක ලෙසින් සඟවාගෙන ඔබ සුරකිමි', 'interpretation': 'ඉතා පරිස්සමෙන් රැකගනිමි'}]"
Kap Suwahas Kal – කප් සුවහස් කල්,Nanda Malani,Jayathissa Alahakoon,Rathna S Disanayake,Classics,"කප් සුවහස් කල් පෙරුම් පුරාගෙන
අනන්ත බාධක දුක් පීඩා විඳ
භවෙන් භවය යන මං සළකුණු දැක
ඔබව සොයා ආවා
ඔබව සොයා ආවා //
සත් සමුදුරු තරණය කර ආවා
සත්කුළු පව් අතරින් දිව ආවා
තරු එළියෙන් පියවර මැන ආවා
ඔබව සොයා ආවා
ඔබව සොයා ආවා
නොනිමෙන ගමනක ආශා පොදි බැඳ
මිරිඟුව පසුපස දිව යන ඉකි බිඳ
දිවි වෙණ වැයුමට ඔබ පසෙකින් හිඳ
ඔබව සොයා ආවා
ඔබව සොයා ආවා","[{'metaphor': 'කප් සුවහස් කල්', 'interpretation': 'විශාල කාලයක්'}]"
Lowama Epa Wee – ලොවම එපා වී,Nanda Malani,Sunil Ariyarathna,Mervin Perera,Classics,"ලොවම එපා වී ලොවම කලකිරී
තැවී දැවී හිදිනා වේලේ..
ඔබේ දයාබර එකම වදනකින්
මගේ ආත්මය සුවපත් වේ
අසා අසෝබන නින්දා ගැරහුම්
වැලහින්නක සේ වැලපෙන මොහොතේ
පවනේ පාවෙන ඔබේ සුවදකින්
පිපාසිත වූ හද සිහිලැලි වේ
ලබා නොමිනිසුන් නගනා ගෙරහුම්
මුවැත්තියක සේ බියපත් මොහොතේ
සිරුරේ තැවරෙන ඔබේ සුසුමකින්
මුළුගැන්වුනු සිත උණුසුම් වේ","[{'metaphor': 'වැලහින්නක සේ වැලපෙන මොහොතේ', 'interpretation': 'දුකින් හඬ්නා වෙලාවෙහි'}]"
Ma Handana Kandulu – මා හඬනා කඳුළු,Nanda Malani,Sunil Ariyarathna,H.M.Jayawardhana,Classics,"මා හඬනා කඳුළු ගලා
සැදුනු කඳුළු සාගරේ
ඔබ ඇය හා ඔරු පැද පැද
සිනාසුනේ ඇයි...සිනාසුනේ ඇයි
ඔබ දෙපසින් ගලා ගියේ
ඔබට හැඬූ කඳුළු නේද
මලක මෙලෙක තිබුනු හදක්
ගලක් කලේ ඇයි...ගලක් කලේ ඇයි
සියුමැලි හද රිදවන්නට
හද රිදවා හිනැහෙන්නට
ඔබ නොපෙනූ අසරණ මට
සතුරු වුනේ ඇයි...සතුරු වුනේ ඇයි","[{'metaphor': 'මා හඬනා කඳුළු ගලා සැදුනු කඳුළු සාගරේ ඔබ ඇය හා ඔරු පැද පැද සිනාසුනේ ඇයි', 'interpretation': 'මට දුකක් අත්කර දී ඔබ හා ඔහු සතුටු උනේ ඇයි'}]"
Mage Deshaya – මගේ දේශය,Nanda Malani,Sunil Ariyarathna,Rohana Weerasingha,Inspirational,"මගේ දේශය මගේ ජාතිය මගේ ආගම
මට ලබාදුන් ත්‍යාගයයි
චණ්ඩ මාරුතයේ ආ ආ ආ ආ ආ ආ ආ
නොසෙල්වෙන චින්තනය නිවහල්
නිවටයින්ගේ දෙපා අභියස
බියෙන් හැකිලී නැමී යා….. නම්
එවන් සිරසක් කුමකටද මට
ගෙලින් සිඳ එය ඉවතලනු මිස
මිළ මුදල් ලැබ කුවේරයින්ගේ
සිතට එරෙහිව ගයන්නට   නම්
ඒ මධුර හඬ කුමකටද මට
ගොළුව බිහිරිව සතුටු වනු මිස","[{'metaphor': 'චණ්ඩ මාරුතයේ', 'interpretation': 'කරදර වලට මුහුණදුන් අවස්ථාවේ'}]"
Danno Budunge (New Version) – දන්නෝ බුදුන් ගේ,W.D.Amaradewa,,,"Inspirational,Buddhist songs","දන්නෝ බුදුන් ගේ ශ්‍රී ධර්මස්‌කන්ධා
පේවී රකිති සොඳ සීලේ නිබන්දා//
ක්‌ලේශ නස්‌නා භික්‍ෂු ඇත්තේය බෝ සේ
ක්‌ලේශ නස්‌නා භික්‍ෂු ඇත්තේය බෝ සේ
රහතුන් නිවසනා     පායා ප්‍රකාශේ//
භූලෝ මතේ මේ දෙවු ලෝ පෑ වාසේ
පේනා මෙපුර මුනි සාසන වාසේ//
ඉර්ධියෙන් යන්නාවු නේක්‌ රහතුන් ගේ
ඉර්ධියෙන් යන්නාවු නේක්‌ රහතුන් ගේ
සෙවනැල්ලේනි හිරු   රශ්මිය භංගේ//
මානෙල් නෙළුම් හා ඕළු පුෂ්පා දී
ඇත්තේ පොකුණුවල බෝ ජල පෑදී//
සේරූ පන්තී පන්තී පීනති බෝසේ
සේරූ පන්තී පන්තී පීනති බෝසේ
අනුරාධ නගරය     දැන් පෙනෙනා සේ//","[{'metaphor': 'භූලෝ මතේ මේ දෙවු ලෝ පෑ වාසේ පේනා මෙපුර මුනි සාසන වාසේ', 'interpretation': 'බුදුන්ගේ සසුන පෘථිවිය මත දෙව්ලොවක් මෙනි'}]"
Domba Mal Kalawe – දොඹ මල් කැලෑවේ,Gunadasa Kapuge,Wasantha B Dissanayaka,Gunadasa Kapuge,Old Pops,"දොඹ මල් කැලෑවේ බමරුන් ගැයූ
කවියක් වගේ ආදරේ...
අත්වැල් බැඳන් යන්න  ලංවී ලඟින් ඉන්න
සංසාර ගිරි දුර්ගයේ...//
රෑ පිණි පොදේ සීත මිටියාවතේ
මේ කේතකී මල් වනේ...
සඳ සේ උදාවූ සෙනෙහේ නිමාවේද
දුක් දොරකඩින් හෙට දිනේ
කටු තුඩු මතින් එන්න කුර ගාව ගාවා
හිනැහී දෙතොල් ඉරි තලා..
පෑතුන් සඳක් නිසරු අහසේ දිලේවා
කටුවැට උඩින් පාවෙලා","[{'metaphor': 'සංසාර ගිරි දුර්ගයේ', 'interpretation': 'සසර නැමති දුෂ්කර ගමන'}]"
Duka Hadu Dena – දුක හාදු දෙන,Gunadasa Kapuge,Wasantha B Dissanayaka,Gunadasa Kapuge,"Old Pops,Classics","දුක හාදු දෙන රැයේ සිත පතුලටම වෙලා
යෞවනේ අපට විය විරහි හද ගිලන් වෙලා//
ගහ කොල ද මල් පිපේ ඇළ දොළ
නිල කඩා හැලේ
පෙරදාක මිරිඟු සයුරේ ඒ රුවට රැවටුනේ
නන්නාඳුනන ලෙසේ මග තොට
යලිත් හමුවෙලා
මහමෙර හිසින් දරාගෙන අපි යමු දුරස් වෙලා","[{'metaphor': 'දුක හාදු දෙන රැයේ', 'interpretation': 'දුකෙන් ගෙවෙන රාත්‍රිය'}]"
Man Mula wee – මං මුලා වී,Gunadasa Kapuge,Sunil Ariyarathna,Gunadasa Kapuge,"Old Pops,Classics","මං මුලා වී පාර හොයාගෙන
හසරක් අසමින් යන ගමනේ
මං මුලා වූ සමනලියකගෙනි
පාර අසා……. තිබුනේ
ඇයත් නොදන්නිය ඇය යන මානය
උන් හිටි තැන් මතකය අඩමානය//
පාර කියන්නේ කෙලෙසද මා හට
ඇයටද පාරක් ඇති නැති ගානය
අප හමු වූයේ මන්දැයි නොදනිමි
පාර ඇසූවේ ඇයි දැයි නොකියමි
අපේ ගමන අද නවතනු හැකි නම්
අප යන ගමනද අද මෙතැනින් නිමි","[{'metaphor': 'මං මුලා වූ සමනලිය', 'interpretation': 'අභ්‍යන්තර අරගලයකට මුහුණදී සිටින කාන්තාව'}]"
Man Hinda Obe – මං හින්දා ඔබෙ,"Malani Bulathsinhala,Gunadasa Kapuge",Lushan Bulathsinhala,Gunadasa Kapuge,,"මං හින්දා ඔබෙ නෙතඟින් කඳුළක් හෙලන්නෙපා
මං හින්දා ඔබෙ හද තුල සුසුමක් නැඟෙන්නෙපා
ගිවිසා ගනිමු අපි
පෙම් යුවලක් සේ කිසිදා එක් නොවෙනා
අහස් මාලිඟා නැහැ ඔබ නිසා මැවී
සැක සංකා නැහැ ඔබ ගැන හිතේ රැඳී
හිමිකම් නොකියමි ඔබට මගේ කිසිදා
උරණ නොවන්නෙමි ඔබ අන්සතු වූ දා
අතැඟිලි බන්ධන නොපතමි පෙමින් බැඳී
ඔබ සිරකරලන දොරගුලු දමණු බැරී
නෑ කුල සිරිතෙන් සැලෙනා පෙමක් නොවේ
පෙමට පෙමින් යන පෙම් ලොව මෙයයි අපේ","[{'metaphor': 'අහස් මාලිඟා', 'interpretation': 'විශාල බලාපොරොත්තු සහ සිහින'}]"
Nambara Goyamata – නාඹර ගොයමට,Gunadasa Kapuge,Saman C Weerasinghe,Shelton Premarathna,Old Pops,"නාඹර ගොයමට රහස් කියාලා
ලා හිරු හිනැහේ…… කිරණ හලලා
දෑසේ පෙම්බර රහස ලියාලා
නාරිලතා මා……. අමතනවා
මගෙ පියසටහන් හඳුනන ඔබෙ නෙත
හිමිදිරියේ දුටු සුභ දසුනයි
කම්මල මැද වෙහෙසෙන විට ගතසිත
ඔබගැන මතකය මද පවනයි
බලාපොරොත්තුව කිරිවැදිලා හෙට
ගමේ කුඹුර මදහස පෙන්වයි
මංගල සිරියෙන් කරල් කපන දා
හිතාඉන්නෙ ඔබෙ අත ගන්නයි","[{'metaphor': 'නාඹර ගොයමට රහස් කියාලා ලා හිරු හිනැහේ', 'interpretation': 'ගොයම් මතට උදෑසන හිරු රැස් වටේ'}]"
Daskon Sakisanda – දස්කොන් සකිසඳ,"Neela Wickramasinghe,W.D.Amaradewa",,,Duets,"දස්කොන් සකිසඳ ඉක්මන් ගමනින්
නො එනා ගමනකි යන්නේ
එනමුත් ළඳුනේ මතු අත් භවයේ
ඔබ මා යලි හමු වන්නේ//
සියොළඟ හිමි ළඟ හදවත මා ළඟ
කෙලෙසද හද බැඳ ලන්නේ
කවුදෝ ‍රැකවල් ලන්නේ
ඔබ මා යලි හමු වන්නේ
මිය යමි මනු ලොව හමු වෙමි පෙම් ලොව
ලොව්තුරු සුව  වළඳින්නේ
කිසිදා නැත හමු වන්නේ
ඔබ මා යලි හමු වන්නේ","[{'metaphor': 'ැකවල් ලන්නේ', 'interpretation': 'බාධා කරන්නේ'}]"
Dathe Elli – දෑතේ එල්ලී,W.D.Amaradewa,Swarna Sri Bandara,Pandith Amaradewa,"Current Songs,Request","දෑතේ එල්ලී මියුරු කතා කී
සුරතල් දෝණියනි
කාලයෙ රියසක මහලු මගෙන් ඔබ
ඈතට ගෙන යන්නේ//
බොළඳ මියුරු බස් සවන් නිවාලූ
කැකුළු සිනා රස සිත සනහාලූ//
අතීත සිහිනය බොඳවී දියවී
ඈතට පාවෙන්නේ  ඈතට පාවෙන්නේ
පරපුර වඩන ලෙසින් වෙහෙසෙන ඔබ
ඇස නැළවූ සිත පිනවූ//
මතක වළාවෙන් නොපෙනෙන ඈතට
වැලිබත පාවෙන්නේ වැලිබත පාවෙන්නේ","[{'metaphor': 'කාලයෙ රියසක', 'interpretation': 'නොනැවතී ගමන්කරන කාලය'}]"
Ruwak Adenawa – රුවක් ඇදෙනවා,"Karunaratna Divulgane,Gunadasa Kapuge",Mahinda Dissanayaka,Gunadasa Kapuge,"Old Pops,Classics","රුවක් ඇදෙනවා කවුදෝ එනවා
මීවිත ඇතිරිය දෑස වසනවා
හද පොදි බැදි රුව දියකර පා කර
ඔබේ ලොවට මා..මොහොතින් එනවා
සොදුරු යොවුන්විය මල් මඟ මුල හිද
කිම තොල මීවිත පොඟවන්නේ...//
නුරා විරහ ගිනි නිවා දමන්නයි
සුරා වෙතින් මා දෙතොල තෙමන්නේ
නැගුනු නුරා ගිනි මිනි පොද වැටිලා
හතර අතින් දළුලා එනවා...//
අවන්හලේ මී….විත තනිකරලා
වරෙන් මලේ පියවර නගලා","[{'metaphor': 'විරහ ගිනි', 'interpretation': 'වෙන්වීමේ වේදනාව'}]"
Ahasa Polawa – අහස පොළව,Sunil Edirisinghe,Yamuna Malani Perera,Rohana Weerasingha,Old Pops,"අහස පොළව වටපිටාව හරිම හිස්තැනක්
ගහක් කොළක් දියක් නොමැති කාන්තාරයක්
ඇදී එන්න ඒ මොහොතේ
හඬාවැටෙන හද මඬලට
ඔබයි මමයි ඉන්නා තැන කොහිද තනිකමක්
නැහැනේ තනිකමක්
කනට මිණක තරුවක රුව
නොපෙනුනි ඔබ දකින තුරා
ලොවක සිරිය නොදුටිමි මා
ඔබෙ සෙනෙහස ලබන තුරා
විලක දොලක සුව නොලදිමි
ඔබ මා හා රැඳෙන තුරා
මලෙක සුවඳ ඇත මසිතේ
ඔබ මා ළඟ සිටින තුරා","[{'metaphor': 'හඬාවැටෙන හද මඬලට', 'interpretation': 'දුකින් තැවෙන සිතට'}]"
Etha Kandukara – ඈත කඳුකර,W.D.Amaradewa,,,"Inspirational,Classics","ආ…….ආ……ආ…….ආ……..
ඈත කඳුකර හිමව් අරණේ
සීත චන්දන ලපලු සෙවනේ
සුළං රැල්ලේ පාව එන්නේ
ඔහුගෙ නාමය වේ//
සඳැල්ලේ මිණි තලාවේ - තාරකා පිපි වෙලාවේ//
ලදැළියන්ගේ හීන අතරේ - මැවෙයි ඒ රූපේ
රනින් කල වන් පුළුල් උරයෙන්//
හසුන් ළමැදේ මුස කරන්නේ
හදේ මෝරන ආදරේ
සඳේ සොමි ගුණ යා කෙරේ//
සරා ගී නිල් නුවන් බඳුනින්
නුරා ඉතිරෙන්නේ","[{'metaphor': 'සරා ගී නිල් නුවන් බඳුනින් නුරා ඉතිරෙන්නේ', 'interpretation': 'නිල්වන් දෑසින් ලස්සනට බලනවා'}]"
Ahasai Oba Mata – අහසයි ඔබ මට,"Sunil Edirisinghe,Deepika Priyadarshani",Bandula Nanayakkarawasam,Rohana Weerasingha,Duets,"අහසයි ඔබ මට නිම් හිම් නොපෙනෙන
හිනිමන් බදිනු බැරි
පොළොවයි ඔබ මට තරුවක් විලසට
රෑකල පතිත වෙමි
ගඟේ වතුර නැ ඉහලට ගලා ගියේ
අසනි හඩින් නැ කදුබිම් සසල වුනේ
ගඟ කවදා හෝ මුවදොර හමුවෙනවා
ලොව කැළඹුන දා කදුබිම් හැකිලෙනවා
‍අනාත සයුරක වැහිදිය දෝත ඔබයි
අගාත අඳුරක දොල රන් සිළුව ඔබයි
ඔබ මට ලඟ බව ඉදුරා මම දනිමි
ඔබ වට කහවනු පවුරට මහ දුරකි","[{'metaphor': 'අහසයි ඔබ මට', 'interpretation': 'මට ඔබට ළං වීමට නොහැකිය'}, {'metaphor': 'පොළොවයි ඔබ මට', 'interpretation': 'මට ඔබට ළං වීමට නොහැකිය'}]"
Awapasa Ahasaka – අවපස අහසක,Sunil Edirisinghe,Kularathna Ariyawansa,Rohana Weerasingha,Old Pops,"අවපස අහසක තරු ලකුණක් සේ
අපමණ සයුරක තුරු දසුනක් සේ
දිගු දිවි ගමනේ ඉම ඔබ රැඳුණේ //
මාවත අවහිර නිමවා
දළ රළ පෙල සැතපෙනවා
සැළමුතු සෙනෙහස මඳ පවනක් වී
ගැඹරේ නිම මුමුණනවා
දෝතක අසෙනිය ගවසා
ඔබ පෙරමඟ හිනැහෙනවා
විකසිත සිහිනේ සුබ කවියක් වී
දෙනෙතේ සිත ලියැවෙනවා","[{'metaphor': 'අවපස අහසක තරු ලකුණක් සේ', 'interpretation': 'කැපී පෙනෙන, වැදගත්'}, {'metaphor': 'අපමණ සයුරක තුරු දසුනක් සේ', 'interpretation': 'කැපී පෙනෙන, වැදගත්'}]"
Gilem Obe Guna – ගිලෙම් ඔබේ ගුණ මූදේ,W.D.Amaradewa,,,"Inspirational,Classics,Buddhist songs","ගිලෙම් ඔබේ ගුණ මූදේ විඳිම් ඔබේ දම් සාරේ
වඳිම් වඳිම් ඔබ පාදේ තිලොඅග බුදු සමිඳේ
තිලොඅග බුදු සමිඳේ
සිඳ බිඳ මොහඳුර පාප - දැල් වූ දහම් ප්‍රදීප//
හෙළි කළ අප හෙළ දීප - තිලොඅග බුදු සමිඳේ
තිලොඅග බුදු සමිඳේ
සිල් ගත් දිනිඳුන් සේම - සිල් තෙද ගුණ ඇති සෝම
සත හට පෑ මවු ප්‍රේම - තිලොඅග බුදු සමිඳේ
තිලොඅග බුදු සමිඳේ","[{'metaphor': 'ඔබේ ගුණ මූදේ', 'interpretation': 'ඔබට හොඳ ගුණයක් බොහොමයක් ඇත'}, {'metaphor': 'දැල් වූ දහම් ප්‍රදීප', 'interpretation': 'අපව දැනුවත් කළා'}]"
Giman Harina (Adarayada Me) – ගිමන් හරින,W.D.Amaradewa,,,Current Songs,"ගිමන් හරින දියඹ දිගේ සුසුම් හෙලන වෙරළ ඉමේ
බැස යන හිරු අඩැසි සඳට රහස් කියනවා
සඳ ආදරයෙන් අහස පුරා ර‍ටා මවනවා
හිත් දැහැනේ වේලි තිබුණු නෙත් දැහැනේ ගලා හැලුණු
මියැදෙන්නට බලා හිඳපු - ආදරයද මේ
හිරු රහසේ කියා දුන්නු ආදරයද මේ
නිල් කටරොළු නිල නැහැවුනු මල් බර මුදු සුව රජයන
තොල් පෙති කල් පලදාලන - ආදරයද මේ
නුඹ රහසේ කියාදුන්නු ආදරයද මේ","[{'metaphor': 'ගිමන් හරින දියඹ දිගේ සුසුම් හෙලන වෙරළ ඉමේ බැස යන හිරු අඩැසි සඳට රහස් කියනවා', 'interpretation': 'හිරු බැස යත්ම සඳ නැග එනවා'}, {'metaphor': 'සඳ ආදරයෙන් අහස පුරා ර‍ටා මවනවා', 'interpretation': 'සඳ එලියෙන් අහස ලස්සන කරනවා'}]"
